,SITE,B/L Number,B/L Weight (LB),Freight Amount ($),Truck Appt. Time,State,Ship to City,Ship to Customer,Order Number,Order Item,CSR,Freight Term,Unshipped Weight (Lb),Product Code,Pick Weight (Lb),Number of Pallet,Pickup By,Carrier ID,Arrange By,Unit Freight (cent/Lb),Waybill Number,Sales Code,Transportation Code,Transaction Type,Product Group,report_run,report_hour,report_date,Truck Appointment Date,PickUp Date,Require Date,Schedule Date,Change Date,file_name,index,City,Latitude,Longitude
210,AMJK,B41A729,35534.0,2292.62,12:50:00,IL,ELGIN,MULTIFILM PACKAGING CORP.,B41A729,1.0,TSR,P,11001.4,TL18B48041631046,9719.0,9,CMHQAA76,DRAKE-AM,AMJKSH4H,6.45,IV2X497,CFGF,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-02-27,2024-02-16,2024-02-16,2024-02-27,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,75.0,ELGIN,42.0354084,-88.2825668
211,AMJK,B41A803,36611.0,2828.8,08:30:00,VA,DANVILLE,DAVIS STORAGE FOR INTERTAPE GROUP,B41A803,1.0,LA,P,37365.9,TT30A75101631046,36611.0,22,IPAMMK06,CAL-AM,AMJKSH4H,7.73,A066910,HQLA,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-02-23,2024-02-27,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
212,AMJK,B41A856,9925.0,0.0,,OH,COLUMBUS,PPC FLEXIBLE PACKAGING,B41A856,2.0,PV,P,2278.7,BA18T40041622086,2692.0,2,CMHQAA36,,,0.0,,CFRH,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-02-26,2024-03-08,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,76.0,COLUMBUS,39.9611755,-82.9987942
213,AMJK,B41A856,9925.0,0.0,,OH,COLUMBUS,PPC FLEXIBLE PACKAGING,B42A191,1.0,PV,P,2377.76,BA18T42001622086,2800.0,2,CMHQAA36,,,0.0,,CFRH,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-01,2024-03-08,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,76.0,COLUMBUS,39.9611755,-82.9987942
214,AMJK,B41A856,9925.0,0.0,,OH,COLUMBUS,PPC FLEXIBLE PACKAGING,B42A348,1.0,PV,P,4528.38,BA25T49041622086,4433.0,2,CMHQAA36,,,0.0,,CFRH,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-15,2024-03-15,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,76.0,COLUMBUS,39.9611755,-82.9987942
215,AMJK,B41A866,30616.0,2689.05,08:21:00,WI,NEENAH,PROLAMINA NEENAH,B41A866,1.0,SN,P,11263.49,TL25B49001622086,10985.0,5,CMHQAA1K,DRAKE-AM,AMJKSH4E,8.78,IV2X509,CFGT,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-08,2024-02-28,2024-03-01,2024-03-04,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,77.0,NEENAH,44.1858193,-88.462609
216,AMJK,B41A866,30616.0,2689.05,08:21:00,WI,NEENAH,PROLAMINA NEENAH,B41A866,2.0,SN,P,9855.56,TL25B61041622086,9628.0,4,CMHQAA1K,DRAKE-AM,AMJKSH4E,8.78,IV2X509,CFGT,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-08,2024-02-28,2024-03-01,2024-03-04,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,77.0,NEENAH,44.1858193,-88.462609
217,AMJK,B41A866,30616.0,2689.05,08:21:00,WI,NEENAH,PROLAMINA NEENAH,B41A866,3.0,SN,P,10597.83,TD18T52001631046,10003.0,9,CMHQAA1K,DRAKE-AM,AMJKSH4E,8.78,IV2X509,CFGT,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-08,2024-02-28,2024-03-01,2024-03-04,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,77.0,NEENAH,44.1858193,-88.462609
218,AMJK,B41A901,336.0,0.0,,IL,WOOD DALE,PRIME PACKAGING,B41A901,1.0,PV,P,167.95,HD18T22041618126,164.0,1,CMHQAA36,,,0.0,,CFRH,T,SM,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-02-05,2024-03-08,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,149.0,WOOD DALE,41.9633625,-87.9789562
219,AMJK,B41A901,336.0,0.0,,IL,WOOD DALE,PRIME PACKAGING,B41A903,1.0,PV,P,171.75,VA18T22041618126,172.0,1,CMHQAA36,,,0.0,,CFRH,T,SM,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-02-05,2024-03-08,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,149.0,WOOD DALE,41.9633625,-87.9789562
220,AMJK,B41D014,42479.0,3343.2,09:11:00,PA,MOUNT BETHEL,LAMTEC CORPORATION,B3CA147,2.0,CCB,P,15174.99,LU30B52121634006NP2,10721.0,9,CMHQAA8E,CHR-AM,AMJKSH4E,7.87,466366354,CFHC,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-08,2024-02-22,2024-01-03,2024-01-10,2024-02-22,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,80.0,MOUNT BETHEL,40.9048188,-75.1115654
221,AMJK,B41D014,42479.0,3343.2,09:11:00,PA,MOUNT BETHEL,LAMTEC CORPORATION,B41A014,2.0,CCB,P,12041.43,LU30B67081634006NP2,12091.0,8,CMHQAA8E,CHR-AM,AMJKSH4E,7.87,466366354,CFHC,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-08,2024-02-22,2024-01-25,2024-02-08,2024-02-22,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,80.0,MOUNT BETHEL,40.9048188,-75.1115654
222,AMJK,B41D014,42479.0,3343.2,09:11:00,PA,MOUNT BETHEL,LAMTEC CORPORATION,B41A014,3.0,CCB,P,46029.05,LU30B79081634006NP2,19667.0,11,CMHQAA8E,CHR-AM,AMJKSH4E,7.87,466366354,CFHC,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-08,2024-02-22,2024-01-25,2024-02-07,2024-02-22,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,80.0,MOUNT BETHEL,40.9048188,-75.1115654
223,AMJK,B41E014,41474.0,3326.4,08:30:00,PA,MOUNT BETHEL,LAMTEC CORPORATION,B3CA147,2.0,CCB,P,15174.99,LU30B52121634006NP2,4743.0,4,CMHQAA8E,CHR-AM,AMJKSH4E,8.02,466823112,CFHC,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-15,2024-02-29,2024-01-03,2024-01-10,2024-02-29,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,80.0,MOUNT BETHEL,40.9048188,-75.1115654
224,AMJK,B41E014,41474.0,3326.4,08:30:00,PA,MOUNT BETHEL,LAMTEC CORPORATION,B41A014,3.0,CCB,P,46029.05,LU30B79081634006NP2,26699.0,15,CMHQAA8E,CHR-AM,AMJKSH4E,8.02,466823112,CFHC,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-15,2024-02-29,2024-01-25,2024-02-07,2024-02-29,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,80.0,MOUNT BETHEL,40.9048188,-75.1115654
225,AMJK,B41E014,41474.0,3326.4,08:30:00,PA,MOUNT BETHEL,LAMTEC CORPORATION,B41A808,2.0,CCB,P,30939.85,LU30B55081634006NP2,10032.0,8,CMHQAA8E,CHR-AM,AMJKSH4E,8.02,466823112,CFHC,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-15,2024-02-29,2024-02-21,2024-03-07,2024-02-29,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,80.0,MOUNT BETHEL,40.9048188,-75.1115654
226,AMJK,B42A004,11903.0,0.0,,NC,DURHAM,K & J ENTERPRISES,B42A004,1.0,LA,E,10535.56,CL25T15041610003,9775.0,10,IPAMMK06,,,0.0,,HQLA,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-02-26,2024-03-28,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,146.0,DURHAM,35.9940329,-78.898619
227,AMJK,B42A004,11903.0,0.0,,NC,DURHAM,K & J ENTERPRISES,B42A004,2.0,LA,E,2357.47,CL25T13001610003,2128.0,2,IPAMMK06,,,0.0,,HQLA,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-02-26,2024-03-28,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,146.0,DURHAM,35.9940329,-78.898619
228,AMJK,B42A010,38180.0,0.0,14:16:00,TX,DALLAS,OVERWRAPS,B3CA178,1.0,TSR,K,4320.62,VA25T57041631046,3918.0,3,CMHQAA76,CPU,AMJKSH4E,0.0,B42A010,CFMA,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-03-01,2024-01-11,2024-01-11,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,81.0,DALLAS,32.7766642,-96.7969879
229,AMJK,B42A010,38180.0,0.0,14:16:00,TX,DALLAS,OVERWRAPS,B41A844,1.0,TSR,K,7259.82,BA30T53141631046,7118.0,6,CMHQAA76,CPU,AMJKSH4E,0.0,B42A010,CFMA,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-03-01,2024-03-03,2024-02-16,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,81.0,DALLAS,32.7766642,-96.7969879
230,AMJK,B42A010,38180.0,0.0,14:16:00,TX,DALLAS,OVERWRAPS,B42A010,1.0,TSR,K,5059.31,BA40T44081631046,5012.0,5,CMHQAA76,CPU,AMJKSH4E,0.0,B42A010,CFDP,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-03-01,2024-03-04,2024-02-12,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,81.0,DALLAS,32.7766642,-96.7969879
231,AMJK,B42A010,38180.0,0.0,14:16:00,TX,DALLAS,OVERWRAPS,B42A150,1.0,TSR,K,3894.92,BA18T43001631046,3814.0,4,CMHQAA76,CPU,AMJKSH4E,0.0,B42A010,CFMA,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-03-01,2024-03-19,2024-03-04,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,81.0,DALLAS,32.7766642,-96.7969879
232,AMJK,B42A010,38180.0,0.0,14:16:00,TX,DALLAS,OVERWRAPS,B42A176,1.0,TSR,K,7964.88,BA25T49081631046,7646.0,7,CMHQAA76,CPU,AMJKSH4E,0.0,B42A010,CFMA,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-03-01,2024-03-17,2024-03-17,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,81.0,DALLAS,32.7766642,-96.7969879
233,AMJK,B42A010,38180.0,0.0,14:16:00,TX,DALLAS,OVERWRAPS,B42A223,1.0,TSR,K,3508.39,BA25T50141631046,3448.0,3,CMHQAA76,CPU,AMJKSH4E,0.0,B42A010,CFMA,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-03-01,2024-03-20,2024-03-20,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,81.0,DALLAS,32.7766642,-96.7969879
234,AMJK,B42A010,38180.0,0.0,14:16:00,TX,DALLAS,OVERWRAPS,B42A224,1.0,TSR,K,3275.63,BA25T47081631046,3212.0,3,CMHQAA76,CPU,AMJKSH4E,0.0,B42A010,CFMA,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-03-01,2024-03-21,2024-03-21,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,81.0,DALLAS,32.7766642,-96.7969879
235,AMJK,B42A010,38180.0,0.0,14:16:00,TX,DALLAS,OVERWRAPS,B42A225,1.0,TSR,K,6219.23,BA25T44141631046,4012.0,4,CMHQAA76,CPU,AMJKSH4E,0.0,B42A010,CFMA,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-03-01,2024-03-24,2024-03-24,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,81.0,DALLAS,32.7766642,-96.7969879
236,AMJK,B42A055,39789.0,625.0,08:56:00,TX,LAREDO,MULTI-COLOR MEXICO C/O INTEGRADUANAS LLC,B42A054,1.0,PV,P,14579.73,TE40B15101622086,14133.0,11,CMHQAA36,DRAKE-AM,AMJKSH4H,1.57,IV2X503,CFLD,T,ES,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-02-28,2024-02-24,2024-03-03,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,82.0,LAREDO,27.5035613,-99.5075519
237,AMJK,B42A055,39789.0,625.0,08:56:00,TX,LAREDO,MULTI-COLOR MEXICO C/O INTEGRADUANAS LLC,B42A054,2.0,PV,P,5103.32,TE40B16101622086,5206.0,4,CMHQAA36,DRAKE-AM,AMJKSH4H,1.57,IV2X503,CFLD,T,ES,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-02-28,2024-02-24,2024-03-03,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,82.0,LAREDO,27.5035613,-99.5075519
238,AMJK,B42A055,39789.0,625.0,08:56:00,TX,LAREDO,MULTI-COLOR MEXICO C/O INTEGRADUANAS LLC,B42A055,1.0,PV,P,15987.73,TE40B15101622086,15311.0,14,CMHQAA36,DRAKE-AM,AMJKSH4H,1.57,IV2X503,CFLD,T,ES,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-02-28,2024-03-10,2024-03-10,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,82.0,LAREDO,27.5035613,-99.5075519
239,AMJK,B42A055,39789.0,625.0,08:56:00,TX,LAREDO,MULTI-COLOR MEXICO C/O INTEGRADUANAS LLC,B42A055,2.0,PV,P,5103.32,TE40B16101622086,5139.0,4,CMHQAA36,DRAKE-AM,AMJKSH4H,1.57,IV2X503,CFLD,T,ES,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-02-28,2024-03-10,2024-03-10,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,82.0,LAREDO,27.5035613,-99.5075519
240,AMJK,B42A057,37469.0,3833.85,09:00:00,CA,UNION CITY,EMERALD PACKAGING,B41A881,1.0,SN,P,17210.07,VA18T40001631046,16857.0,19,CMHQAA1K,GILTNER-AM,AMJKSH4H,10.23,1131350,CFDH,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-02,2024-02-02,2024-02-26,2024-03-02,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
241,AMJK,B42A057,37469.0,3833.85,09:00:00,CA,UNION CITY,EMERALD PACKAGING,B42A057,1.0,SN,P,5978.31,VS18B44001631046,5921.0,6,CMHQAA1K,GILTNER-AM,AMJKSH4H,10.23,1131350,CFDH,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-02,2024-02-16,2024-03-25,2024-03-02,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
242,AMJK,B42A057,37469.0,3833.85,09:00:00,CA,UNION CITY,EMERALD PACKAGING,B42A057,2.0,SN,P,4528.96,VS18B40001631046,4492.0,5,CMHQAA1K,GILTNER-AM,AMJKSH4H,10.23,1131350,CFDH,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-02,2024-02-16,2024-03-25,2024-03-02,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
243,AMJK,B42A057,37469.0,3833.85,09:00:00,CA,UNION CITY,EMERALD PACKAGING,B42A057,3.0,SN,P,4268.66,VA18T47021631046,4197.0,4,CMHQAA1K,GILTNER-AM,AMJKSH4H,10.23,1131350,CFDH,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-02,2024-02-16,2024-03-25,2024-03-02,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
244,AMJK,B42A057,37469.0,3833.85,09:00:00,CA,UNION CITY,EMERALD PACKAGING,B42A797,1.0,SN,P,10825.06,VA20T44001634006,4781.0,4,CMHQAA1K,GILTNER-AM,AMJKSH4H,10.23,1131350,CFDH,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-02,2024-03-07,2024-03-07,2024-03-02,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
245,AMJK,B42A057,37469.0,3833.85,09:00:00,CA,UNION CITY,EMERALD PACKAGING,B42A798,1.0,SN,P,4920.43,VA20T45001634006,1221.0,1,CMHQAA1K,GILTNER-AM,AMJKSH4H,10.23,1131350,CFDH,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-02,2024-03-07,2024-03-07,2024-03-02,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
246,AMJK,B42A114,38175.0,1669.44,09:00:00,IL,HERRIN,IPG C/O MAYTAG,B42A114,1.0,LA,P,40496.94,TT25A60121631046,38175.0,28,IPAMMK06,DRAKE-AM,AMJKSH4E,4.37,IV2X462,HQLA,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-02-21,2024-03-05,2024-03-05,2024-02-21,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,84.0,HERRIN,37.8031056,-89.0275744
247,AMJK,B42A131,30312.0,3226.44,09:50:00,CA,CARSON,DAZPAK FLEXIBLE PACKAGING,B42A131,1.0,SN,P,5027.14,BA18T37001622086,4948.0,3,CMHQAA1K,GILTNER-AM,AMJKSH4H,10.64,1131402,CFDH,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-03-01,2024-03-04,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
248,AMJK,B42A131,30312.0,3226.44,09:50:00,CA,CARSON,DAZPAK FLEXIBLE PACKAGING,B42A196,1.0,SN,P,10380.01,BA18T48041622086,10723.0,5,CMHQAA1K,GILTNER-AM,AMJKSH4H,10.64,1131402,CFDH,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-02-16,2024-03-01,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
249,AMJK,B42A131,30312.0,3226.44,09:50:00,CA,CARSON,DAZPAK FLEXIBLE PACKAGING,B42A196,2.0,SN,P,7121.78,BA18T37001622086,7434.0,5,CMHQAA1K,GILTNER-AM,AMJKSH4H,10.64,1131402,CFDH,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-02-16,2024-03-04,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
250,AMJK,B42A131,30312.0,3226.44,09:50:00,CA,CARSON,DAZPAK FLEXIBLE PACKAGING,B42A196,3.0,SN,P,5004.49,BA18T34001622086,4936.0,4,CMHQAA1K,GILTNER-AM,AMJKSH4H,10.64,1131402,CFDH,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-02-16,2024-03-04,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
251,AMJK,B42A131,30312.0,3226.44,09:50:00,CA,CITY OF INDUSTRY,DAZPAK/SIGNATURE PACKAGING,B41A758,1.0,SN,P,2309.76,BA18T34001622086,2271.0,2,CMHQAA1K,GILTNER-AM,AMJKSH4H,10.64,1131402,CFDH,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-02-02,2024-03-04,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
252,AMJK,B42A155,38928.0,0.0,,SV,SAN SALVADOR,PRODUCTOS ALIMENTICIOS DIANA S.A.,B42A155,6.0,PV,P,77165.02,AA18T43001628006,16385.0,22,CMHQAA36,,,0.0,,AMJO,V,ES,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-26,2024-02-28,2024-03-19,2024-02-26,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,86.0,SAN SALVADOR,13.6929403,-89.2181911
253,AMJK,B42A155,38928.0,0.0,,SV,SAN SALVADOR,PRODUCTOS ALIMENTICIOS DIANA S.A.,B42A155,7.0,PV,P,3862.97,AA25T33081628006,3593.0,6,CMHQAA36,,,0.0,,AMJO,V,ES,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-26,2024-02-28,2024-03-19,2024-02-26,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,86.0,SAN SALVADOR,13.6929403,-89.2181911
254,AMJK,B42A155,38928.0,0.0,,SV,SAN SALVADOR,PRODUCTOS ALIMENTICIOS DIANA S.A.,B42A158,3.0,PV,P,19227.48,AA18T43121628006,18950.0,24,CMHQAA36,,,0.0,,AMJO,V,ES,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-26,2024-02-28,2024-03-06,2024-02-26,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,86.0,SAN SALVADOR,13.6929403,-89.2181911
255,AMJK,B42A218,29979.0,3862.2,09:30:00,MA,WESTFIELD,PROLAMINA WESTFIELD PLANT2,B41A149,1.0,SN,P,11564.91,VA18T50001631046,11116.0,10,CMHQAA1K,CHR-AM,AMJKSH4H,12.88,A06,CFGT,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-01,2024-01-31,2024-01-31,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,87.0,WESTFIELD,42.1250929,-72.749538
256,AMJK,B42A218,29979.0,3862.2,09:30:00,MA,WESTFIELD,PROLAMINA WESTFIELD PLANT2,B41A149,2.0,SN,P,8414.37,VA18T50081631046,7905.0,7,CMHQAA1K,CHR-AM,AMJKSH4H,12.88,A06,CFGT,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-01,2024-01-31,2024-01-31,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,87.0,WESTFIELD,42.1250929,-72.749538
257,AMJK,B42A218,29979.0,3862.2,09:30:00,MA,WESTFIELD,PROLAMINA WESTFIELD PLANT2,B42A467,1.0,SN,P,2864.63,VA18T63041631046,2762.0,2,CMHQAA1K,CHR-AM,AMJKSH4H,12.88,A06,CFGT,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-01,2024-03-06,2024-03-25,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,87.0,WESTFIELD,42.1250929,-72.749538
258,AMJK,B42A218,29979.0,3862.2,09:30:00,MA,WESTFIELD,PROLAMINA WESTFIELD PLANT2,B42A048,1.0,SN,P,3382.79,VA22T50001622086,2859.0,2,CMHQAA1K,CHR-AM,AMJKSH4H,12.88,A06,CFGT,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-02,2024-02-07,2024-03-04,2024-03-02,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,87.0,WESTFIELD,42.1250929,-72.749538
259,AMJK,B42A218,29979.0,3862.2,09:30:00,MA,WESTFIELD,PROLAMINA WESTFIELD PLANT2,B42A218,1.0,SN,P,5524.88,VA30T61081631046,1344.0,1,CMHQAA1K,CHR-AM,AMJKSH4H,12.88,A06,CFGT,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-02-15,2024-03-04,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,87.0,WESTFIELD,42.1250929,-72.749538
260,AMJK,B42A218,29979.0,3862.2,09:30:00,MA,WESTFIELD,PROLAMINA WESTFIELD PLANT2,B42A218,2.0,SN,P,5479.93,VA30T61001631046,3993.0,3,CMHQAA1K,CHR-AM,AMJKSH4H,12.88,A06,CFGT,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-02-15,2024-03-04,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,87.0,WESTFIELD,42.1250929,-72.749538
261,AMJK,B42A291,15143.0,2393.16,14:35:00,NC,HAMLET,HOOD PACKAGING CORPORATION,B42A291,1.0,SN,P,30495.17,VS18B21001631046,15143.0,16,CMHQAA1K,CAL-AM,AMJKSH4M,15.8,A066905,CFMA,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-02-27,2024-02-29,2024-03-18,2024-02-27,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,68.0,HAMLET,34.8848775,-79.6942222
262,AMJK,B42A415,37366.0,2056.04,13:13:00,SC,GREENVILLE,TRANSCENDIA,B41A022,2.0,PV,P,4569.71,CL23T52001631046,4570.0,4,CMHQAA36,CAL-AM,AMJKSH4E,5.5,A066900,CFRO,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-02-28,2024-02-27,2024-02-27,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,72.0,GREENVILLE,34.8526176,-82.3940104
263,AMJK,B42A415,37366.0,2056.04,13:13:00,SC,GREENVILLE,TRANSCENDIA,B41A083,2.0,PV,P,4047.71,CL50T59081631046,4007.0,3,CMHQAA36,CAL-AM,AMJKSH4E,5.5,A066900,CFRO,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-02-28,2024-03-01,2024-03-01,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,72.0,GREENVILLE,34.8526176,-82.3940104
264,AMJK,B42A415,37366.0,2056.04,13:13:00,SC,GREENVILLE,TRANSCENDIA,B41A156,1.0,PV,P,4172.42,BA50T46001631046,4156.0,4,CMHQAA36,CAL-AM,AMJKSH4E,5.5,A066900,CFRO,T,RS,BP,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-02-28,2024-03-01,2024-03-01,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,72.0,GREENVILLE,34.8526176,-82.3940104
